date,description,Camp,geometry
2021-10-11,Trash covered sidewalk on 8000 Mira Mesa Bl. Homeless illegal camping and defecation all over wall and sidewalk. Someone may get hit by car when step off sidewalk to get around it.,True,POINT (-117.150835432 32.912134554)
2021-09-29,Homeless encampment with a fire.  ALLEY BEHIND HOOVER HEIGHTS COMPLEX.  RP is SDFD,True,POINT (-117.0995001 32.7543345)
2021-09-24,Homeless encampment  these guys are in ine giant group and split off into two areas between rite aid and across from dirty birds,True,POINT (-117.059707419 32.7655589020001)
2021-10-06,Homeless encampment in mission bay parking lot,True,POINT (-117.208402343 32.7853203550001)
2021-09-29,Homeless guy sleeping in front of the bathroom,True,POINT (-117.158812709 32.739578432)
2021-09-29,Homeless encampment with a fire.   RP is SDFD,True,POINT (-117.1699878 32.7212703000001)
2021-09-24,Vagrant Camp,True,POINT (-117.203366681 32.750382094)
2021-10-06,Homeless encampment at mission bay on grass,True,POINT (-117.208989076 32.784864854)
2021-10-11,"Homeless encampment,  dumping",True,POINT (-117.109944485 32.7557539270001)
2021-09-29,Homeless encampment with a fire.  In riverbed.  No better location provided.  RP is SDFD,True,POINT (-117.127025042 32.778086511)
2021-10-06,"320 Date Street, across the street from the front doors of the school/church.  Encampment can be seen.  CalTrans padlocked gate to hillside overlooking the 5 freeway (S Curve) is broken and standing open.  Trash, sheets hanging from trees.",True,POINT (-117.1614469 32.7233606)
2021-09-24,"tons of debris. bath tubs, tires, suitcases, coolers, buckets, carts, tents boxes of trash broken down vehicles. Turning into large homeless encampment. Worse every day.",True,POINT (-117.235222833 32.7591265290001)
2021-09-29,Homeless encampment with a fire.  In front of Wells Fargo by parking sign.  RP is SDFD,True,POINT (-117.063083536 32.763462164)
2021-10-11,Encampment,True,POINT (-117.228534866 32.8696715880001)
2021-09-29,Huge encampment of homeless under the 8 and 5 freeways off the San Diego River Bikeway.,True,POINT (-117.201914675 32.759997647)
2021-10-06,Homeless encampment,True,POINT (-117.208105288 32.7841209960001)
2021-09-29,Homeless Living out of Car,True,POINT (-117.247486185 32.979637768)
2021-10-11,Homeless encampment,True,POINT (-117.273964584 32.8411074410001)
2021-10-06,Salvation Army Thrift store camp continues,True,POINT (-117.049868855 32.7684871560001)
2021-09-24,Group of homeless camped in front of residential apartment building at 2411 El Cajon Blvd; we are the Property Manager and request that they be escorted off premises. They have been camped there for 4 days. Thank you,True,POINT (-117.1384813 32.7549143)
2021-10-11,"Multiple homeless encampments in the Mira Mesa park & ride. Homeless are doing drugs in the lot.  This is creating a very unsafe environment as new and existing encampment transients are leaving trash their trash, used drug needles. The back of the park",True,POINT (-117.1182094 32.9176348)
2021-10-06,Encampment same guy every day up and down El Cajon by car wash El Cajon Blvd,True,POINT (-117.054526496 32.768030423)
2021-10-06,"1541 I approached the encampment impeding the sidewalk access area with 7 individuals loitering in the area . 2 adult white female , 1 adult asian male , 1 adult hispanic male, 1 adult black male and 2 adult white male refusing to relocate off the area.",True,POINT (-117.15544288 32.712376922)
2021-09-29,Homeless encampment,True,POINT (-117.249551282 32.778628799)
2021-10-06,Tent/campsite are close to homes off Wilson and Dwight. The woman broke into an empty house (on Wilson) twice in one week. Police were called but nothing has been done to remove them. They are behind the fence that separates back yards from the grassy ar,True,POINT (-117.117635445 32.743833969)
2021-10-11,Homeless - The park is turned into an open air mental asylum please do something about this ! The group is getting larger by the day now it?s sometimes exceeds 16 people very intimidating,True,POINT (-117.235829766 32.7717456300001)
2021-09-29,Homeless camp,True,POINT (-117.250464745 32.7990181060001)
2021-09-24,"We have two aggressive homeless people loitering outside of our apartment community in downtown. They were verbally abusive to our porter who cleans the property, and there was a physical altercation between them and our service tech. They have a large p",True,POINT (-117.1683843 32.725897183)
2021-10-06,"For at least the last three weeks there has been a homeless encampment near Sail bay and theparking lot, off El Carmel Place in Mission Beach. It is in the vicinity of multi million dollar properties. Potentially encouraging further encampments.",True,POINT (-117.250430988 32.7785663330001)
2021-10-11,Homeless belongings on Monroe St bridge/,True,POINT (-117.108439303 32.758860075)
2021-09-29,Homeless camp,True,POINT (-117.250440605 32.799393778)
2021-10-11,Fence cut and possible encampment inside the restricted zone.,True,POINT (-117.168100985 32.727098875)
2021-09-29,Homeless drug camp w here kids play baseball be B,True,POINT (-117.232759721 32.744989995)
2021-10-11,Homeless man sleeping on sidewalk at 3750 4th ave 92103,True,POINT (-117.161720507 32.7462051530001)
2021-09-24,Homeless !!!!!!!  So I guess that you?re actually totally in capable of doing anything about the homeless problem around Mission Bay no matter where you go you cannot park and have a enjoyable day without looking at a bunch of filthy scum bags what is wr,True,POINT (-117.234823274 32.7720943950001)
2021-10-11,Illegal encampment,True,POINT (-117.157371998 32.7166655890001)
2021-09-29,Homeless people sleeping in van at Balboa Park. Vehicle has not moved in weeks,True,POINT (-117.159477484 32.739678955)
2021-09-24,Homeless encampment growing again outside of La Mesa muffler on El Cajon Blvd. One of the individuals is known in the area for stealing and assault.,True,POINT (-117.058930283 32.7663402110001)
2021-10-06,Encampment plus alot of trash located next to alley on 26th st between Market St and Island Av in Grant Hill,True,POINT (-117.13813333 32.71110056)
2021-09-24,Homeless living out of vehicle in neighborhood,True,POINT (-117.057071105 32.926643777)
2021-09-29,Homeless setting up camp,True,POINT (-117.193356045 32.745293691)
2021-10-11,homeless camp dawes and Garnett across from McDonald's,True,POINT (-117.249992341 32.797561622)
2021-09-24,Encampment,True,POINT (-117.255431307 32.7952762480001)
2021-09-24,Illegal dump. Homeless camp,True,POINT (-117.156798178 32.705575907)
2021-10-06,Homeless encampment,True,POINT (-117.109528581 32.760863918)
2021-10-11,Homeless man constantly terrorizing people that don't give him money. Including kids and elderly. 911 called multiple times but always released and returns. He doesn't make it comfortable to walk through and he is in an area where people need to walk. Pl,True,POINT (-117.045808061 32.5512363920001)
2021-09-29,Encampment,True,POINT (-117.054620113 32.7550685350001)
2021-10-06,Encampment,True,POINT (-117.161507208 32.7125008840001)
2021-10-11,"a group of homeless males and females have a tent in the back of the shopping center and getting on top of the roof, dropping heavy objects. the adress is 6435 university ave , san diego ca 92115",True,POINT (-117.057057 32.7544191)
2021-10-06,Car encampment and Multiple amounts of bulky items on Public street huge environmental issue,True,POINT (-117.119543108 32.7171338690001)
2021-09-29,"Chop shop  encampment  Mgr has already had 7 PD incident reports, under Skyler MCManus please help they were all drugs Last night",True,POINT (-117.252321592 32.7722289980001)
2021-10-11,Homeless infestation on sidewalk,True,POINT (-117.155492443 32.712405561)
2021-09-24,Encampments in pedestrian right of way,True,POINT (-117.146952935 32.7103958320001)
2021-10-11,Tent needs propert abatement tag,True,POINT (-117.250676687 32.7596973010001)
2021-10-06,"Illegal encampment area is known for the use of narcotics, people being intoxicated and harassing passerby?s. Calls are made to SDPD. Requesting the assistance of the city and sdpd.",True,POINT (-117.14936117 32.70753833)
2021-09-29,Homeless camp,True,POINT (-117.060041726 32.7653438070001)
2021-10-06,"Illegal encampment area is known for the use of narcotics, people being intoxicated and harassing passerby?s. Calls are made to SDPD. Requesting the assistance of the city and sdpd.",True,POINT (-117.149397895 32.707650322)
2021-09-24,Huge Encampment? Been here for almost a week now.,True,POINT (-117.2052 32.768495)
2021-10-06,"Illegal encampment area is known for the use of narcotics, people being intoxicated and harassing passerby?s. Calls are made to SDPD. Requesting the assistance of the city and sdpd.",True,POINT (-117.149400424 32.7078376900001)
2021-10-11,Illegal encampment,True,POINT (-117.157296791 32.716895026)
2021-09-24,Homeless encampment has popped up snd continues to grow. I believe we witnessed drug use there by two individuals.,True,POINT (-117.229447024 32.7386971390001)
2021-10-11,Encampment,True,POINT (-117.232787646 32.7848093260001)
2021-09-29,Homeless encampment,True,POINT (-117.168730429 32.7254517500001)
2021-09-24,"6 encampments , 200 17th st area, West sidewalk .",True,POINT (-117.148589197 32.7075526)
2021-10-06,"Illegal encampment area is known for the use of narcotics, people being intoxicated and harassing passerby?s. Calls are made to SDPD. Requesting the assistance of the city and sdpd.",True,POINT (-117.149408595 32.706413517)
2021-10-11,There are several homeless encampments at the Mira Mesa Park & Ride lot at 9650 Mira Mesa Blvd.  There is now a trailer near the entrance to the parking lot.,True,POINT (-117.11826 32.917665)
2021-09-29,Encampment and extreme hoarder,True,POINT (-117.245042414 32.75080912)
2021-09-24,"Homeless encampment on 8th along the outside of the post office  running extension cord across sidewalk, rigged into streetlight  dangerous !!!",True,POINT (-117.157382003 32.7145635260001)
2021-10-06,Occupied camper van parked in front of residence,True,POINT (-117.124507061 32.7043366940001)
2021-10-11,"Homelessness and mental  illness. The dems who have run Ca for years own this. There are 5 sate run institutions with 1000 beds. There are 250,000 mentally ill homeless and 140,000 seriously. They have run this state into the ground. Housing affordable o",True,POINT (-117.162027285 32.720193104)
2021-09-29,Encampment,True,POINT (-117.1227812 32.7481178)
2021-09-24,I?m the owner of vacant lot in process of selling have a lawyer Adam stone there?s a homeless camp on my property they are not welcome there they are trespassing they are doing drugs they are aggressive and there is children in the area can you please he,True,POINT (-117.121742877 32.7009269430001)
2021-10-11,Homeless blocking sidewalk request #5,True,POINT (-117.077521361 32.979722004)
2021-09-29,Tents on top of berm by freeway,True,POINT (-117.123775182 32.750248598)
2021-09-24,Large hole in freeway fence with encampment,True,POINT (-117.144339338 32.712597095)
2021-10-11,Homeless Billy Ray Blocking Parking,True,POINT (-117.176896342 32.751020485)
2021-09-24,"Encampments , Punlic Storage, 560 15th st. West side.",True,POINT (-117.149591867 32.710933245)
2021-10-06,Encampment 7th and Upas.. edge of Balboa Park,True,POINT (-117.15835534 32.740940099)
2021-10-11,Homeless camp setting up behind Yuma tree in dusty Rhodes park at West Point Loma and Nimitz,True,POINT (-117.236940732 32.751637637)
2021-09-24,"Encampments , 531 15th, old Thrift store, East sidewalk .",True,POINT (-117.149366227 32.710895453)
2021-10-06,Encampment,True,POINT (-117.151799627 32.708472634)
2021-09-29,Getting bigger encampment and they shit all over,True,POINT (-117.148571312 32.7118881590001)
2021-09-29,"1559 I approached the encampment then asked the individual inside the blue tent to breakdown the tent and relocate the area. But, she refuses to comply . The tent is impeding the sidewalk access area on northeast corner of 15th & K street of Weckmethod g",True,POINT (-117.150130573 32.708453368)
2021-10-11,Homeless gentlemen has set up a campsite that is completely blocking the sidewalk.,True,POINT (-117.103209979 32.583981856)
2021-09-24,"Encampments , 469 Island ave.",True,POINT (-117.149509711 32.710451619)
2021-09-29,Homeless Encampment,True,POINT (-117.0944629 32.749265963)
2021-10-11,Homeless man set up camp along the fence line of military housing. Has dropped his pants to defecate in the middle of the day with no regard to children being within sight.,True,POINT (-117.2280121 32.8026293)
2021-09-24,"Encampments , 16th & .Island, East sidewalk .",True,POINT (-117.149656945 32.710205933)
2021-10-06,Encampment,True,POINT (-117.151869759 32.708437152)
2021-09-29,My fave stolen merchandise fencing meth  is back - please refer to camping lot or rehab,True,POINT (-117.230033037 32.82584655)
